Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
NCI-H1975,lung,lung_NSCLC_adenocarcinoma,-0.9085750137,0.271955324,-0.7076740438,-1.888682197,0.0667575185,1.064159953,0.5488862725,-1.082914201,-1.178922336,0.5480586065,-0.5505836314,-1.6805861202,-0.3176029505,-0.9481725764,-0.1920675095,-1.5679186829,1.137638147,1.3423417352,0.3808632099,0.2433474473,-0.6943324262,0.4248453182,-1.4607453761,-0.4744802487,-2.0436344093,-0.0412399192,-1.3655183063,-1.492025529,0.5111009199,-0.7856093141,-0.6692968428,1.4600469414,1.0435551926,0.0483284514,-1.490371108,-1.2542881401,1.207568209,1.2591144413,-1.4191759951,-0.1828922198,-0.9227346961,-0.7290310705,-1.7843249026,-0.4196415629,-0.8686170635,0.7775596802,0.7773224687,-0.6226774909,-1.321295475,-1.2805245562,-0.6798105661,-0.623872423,-0.1278664233,-0.944918444,-0.035590557,-0.6877469549,,-0.2572257451,-0.1677848155,0.5179816199,-0.7242698832,-1.1903497298,0.2921577926,0.6179803975,1.7649860734,-1.4400751856,-1.0853051711,-0.5790942091,0.3291849753,-0.1636217956,1.0544664584,0.1769657166,-0.1648180213,0.5678552509,-1.126765806,-1.1037682407,0.3487383693,-0.8413771571,-1.0748067689,0.5484661428,-0.5036666144,0.9865789777,-1.4401461582,-1.3847991976,-1.4068965315,0.7560100571,-1.3627118148,0.3178959438,0.1883998201,-0.2222062137,-0.5961892865,-1.2244347392,0.522399253,1.1442837589,-1.6322700195,0.9130763779,-0.0356598393,0.2556952068,-0.611179227,1.2287926219,0.6904751812,0.2865362935,-0.0576835516,-1.1898086215,0.7034384706,0.4532758313,-0.7766525932,0.1951661802,0.0729259768,-0.66306422,1.687602566,-0.5816050908,-1.1371722521,-0.0280974995,-0.9356985925,-0.4621237179,,1.1604931087,1.4633787902,-0.1913229473,-0.8580393416,0.7415970933,-0.6509121754,-0.2657958878,0.101915578,-0.4448445404,-0.859680891,-0.8725044501,-0.1550434923,0.4915742026,-0.3256208468,-0.7858347046,-0.3648087017,-1.0802570303,-3.2478446186,-0.2538020707,-1.7377757783,-0.3608335681
NCI-H1993,lung,lung_NSCLC_adenocarcinoma,0.9742981783,1.4562736851,,,1.0310612569,0.6811188916,-0.6734013637,2.5635981209,-0.2210057346,1.0406118299,0.3398947603,1.7577270758,0.6524676496,1.3076011999,,,0.8865345933,1.1750104162,-0.2392713405,2.7472399336,2.895007535,0.8483953863,0.7563669217,,-0.1097032893,0.9440089708,,,-1.0221367481,0.580237335,2.4886058875,-0.087884894,-0.184060425,1.5354260506,,1.3909140104,-0.4375858815,0.0075872446,-1.109081385,2.6733278152,,,0.5784048363,2.0522298259,,2.8794205908,,2.0703521015,-0.4621641891,,2.653019492,0.8484641546,0.2320764731,2.6442540715,0.7418307028,1.0104413717,,1.8449822559,0.394703528,-1.324901498,0.5919445016,2.1726481583,,-0.1559645443,1.6240219582,,0.6674242728,,0.1744735408,1.7173724932,0.1280120776,,-0.3113467199,1.1306325789,0.5974949812,,,1.0445247526,0.0999688785,-0.3046805089,,-1.2054368178,,1.7196958979,,1.1460291208,0.228352018,1.9203100726,0.6305919494,1.010891901,3.2004971942,,-0.5519917963,1.0635945155,-0.5544517787,1.9041916439,1.972150415,1.1859163452,1.2277072961,1.3248442756,0.6264556841,,-0.5165977774,1.2294772299,,0.059265319,,,-0.1813975689,,1.3741973635,1.5407417902,1.1199265893,,,,-3.0219098969,0.661467131,0.7794948486,,0.3647914279,,,,0.4731031348,1.8333592307,1.8363793609,1.0320472763,,0.5968806856,2.9748644587,1.6087542879,4.4296599523,,,,,1.4833237743
NCI-H2009,lung,lung_NSCLC_adenocarcinoma,-0.6067663943,-0.2955561158,,,0.3209759942,-0.5055547562,1.5197571216,-0.9909961443,-0.9171589699,0.4113112102,-0.3031017816,-0.4227358447,0.533005258,-0.5819627395,,,-0.0523081927,0.1800218635,0.0231600228,0.1820709492,-0.0730138617,-0.8554416546,-0.1775931381,,0.2303955334,-0.117552903,,,-0.4811295546,-0.1745647878,-0.4567266494,0.2055157915,0.1247514078,-0.1551424352,,-0.8502251094,-0.4758260358,0.2040887663,0.4603298048,0.2327426817,,,0.7484630463,-0.7224380182,,-0.4629963512,,-0.3733142758,-0.5241230717,,-0.8622940128,-0.6468381711,0.5941623856,-0.4778779887,-0.4637958686,-0.959114507,,-0.8735250847,-0.7790281638,0.3259056787,-0.4285820084,-0.7276868051,,-1.6885076144,-1.3828441383,,0.0448676021,,0.4653496567,-1.1897338954,-1.8791798022,,-0.5469042372,-1.6429123316,-0.4672447431,,,-0.1956695503,-0.0649522435,0.1044682842,,0.1792619478,,-0.6408216481,,0.9772760378,-0.821152534,-0.061611385,-2.4924341351,0.5195687393,-0.0055278417,,0.1304583424,0.4709892244,0.0493158391,-1.0185824051,-0.0001073079,0.0005346157,-1.2498489967,0.8441247434,0.8059844564,,1.3187088021,-0.7782587222,,-0.5960481642,,,0.0517777112,,-0.233959079,-0.8434655124,-0.8209913869,,,,,0.6577586186,1.2510117091,,-2.0358796308,,,,-0.1011973588,0.3430934381,-0.7963214394,-1.4425569825,,0.6763499611,0.1837620554,-0.5832836485,-0.8911883346,,,,,-0.7624063293
NCI-H2029,lung,lung_small_cell_carcinoma,0.6034169663,-0.3475185828,,,-0.2776352645,-2.2426640778,0.4014056876,2.3127065735,1.5248437633,0.3274323536,1.1131231128,1.1959182313,1.0603971284,1.1245638523,,,0.9870701953,0.7409345515,1.137263786,1.0881512045,1.4839215701,-0.1911104309,0.810041782,,0.8336489958,0.5165997624,,,0.2140718429,-0.0324010895,1.413414401,1.3808154178,1.1370453142,1.0564997746,,-0.048432591,0.8671935108,0.0885431304,2.2432909218,1.0437991204,,,0.749633057,1.6520913122,,1.5250339437,,1.5078947038,-0.0454206655,,1.7087123269,0.7626232848,1.13480219,2.0320968185,1.1989750246,2.3606092177,,0.4427480495,1.0973094827,-0.004360975,1.0666020188,0.593456682,,1.1297597578,1.2951947962,,-0.3402743327,,0.7847260492,1.0264828936,1.3910883277,,0.7467282859,0.9250024202,0.5462740708,,,0.7647529188,0.7548228997,1.307191045,,-0.5675974128,,1.0600841661,,1.1921371942,0.9309043518,1.4277472767,0.344226453,1.0998762003,1.8455086478,,-0.8097175091,1.0174792351,0.2984760908,1.6388647324,1.5291133449,1.4194010522,1.1649849565,1.5360101374,0.2306934581,,1.163348823,1.3134001047,,1.0301902498,,,1.4699721267,,1.4931934307,0.6897755444,0.4198695439,,,,0.9940830477,-0.4991450119,-0.3251738176,,1.9812712475,,,,2.1880159865,1.8071351779,1.4919514557,1.7191492566,,1.2197185562,1.3798853876,0.5899547917,1.4448739476,,,,,1.1919439797
NCI-H2030,lung,lung_small_cell_carcinoma,-1.1051364291,-1.7564925333,,,0.6503197208,0.1808842185,-1.5313939147,-0.5483222396,-1.7480768596,-0.1743520779,-0.938995186,-0.5032898333,0.0065862779,-0.8346842959,,,0.6396542263,,-1.2550445044,0.1678834511,0.0006086179,1.0222277834,-0.4233278336,,0.2117706651,0.5619974476,,,-0.7011717224,0.0209430168,0.5490058149,-1.143925689,0.0016206643,0.0620312683,,-1.0153807876,-2.1555323659,0.6218639903,-1.479222175,0.3396311257,,,0.8767464615,-0.0611099358,,0.471219799,,-0.2715089449,-1.109770082,,0.2344503292,-0.9522828235,0.9096706748,-0.3281734859,-0.4191854369,-1.0491961339,,-1.3252218186,-0.4632388025,-0.2368022366,0.6479294125,-0.5160887321,,-0.0038846858,-0.4529333219,,-0.3868680832,,-0.2537731001,-0.2271765702,0.1526917354,,0.2886054952,-1.5656950352,-1.247248271,,,-1.5246426625,-0.1877568243,-0.3924422632,,0.2282292654,,,,0.7453809123,-1.2179681709,-0.2026742418,0.5282207526,-0.6848381272,-0.9875216722,,-0.102929793,0.2200672244,-0.6129384677,-0.300362848,-0.1839652919,-1.2819820332,0.4784158243,,-0.1813767749,,-0.8909157748,-1.1536555068,,1.1003026867,,,0.596413463,,-1.1559274513,-0.168057979,0.659310393,,,,0.2335619166,-0.5192472896,0.7859887586,,-0.4349428213,,,,1.1210322149,-0.4917077236,-0.4845729774,-0.6227518936,,0.3800669713,0.2492738062,-0.999388654,0.6450008284,,,,,0.5491279638
NCI-H2052,lung,lung_NSCLC_adenocarcinoma,0.2252509175,0.9421277594,,,-0.7109979369,0.7478142423,-0.3053169693,-0.5591529998,1.2092148683,0.1654780921,-0.9352846567,0.0264860846,0.9273962005,0.1078530238,,,0.5722048771,1.0293706988,-1.8916688176,0.8584158672,0.3040331186,0.1221480616,0.2157852614,,0.4412527755,-0.7222525515,,,-1.1667381498,-0.1967331265,0.9148476537,0.7220770585,-1.2564989575,-0.1107479256,,0.7941638423,0.5483876489,-1.3042200138,0.4414002519,-0.2144759843,,,0.348574069,0.618375835,,0.226332461,,0.3850246096,0.7572263696,,-0.0099354471,-0.0755972426,-1.6846938585,0.0577951875,-0.697098411,1.7071859882,,0.2673880331,0.432968881,-0.2239724202,1.0320783575,1.4868156937,,0.3584874173,0.6853688186,,0.6638720934,,1.0453051675,0.158076462,1.0013297472,,-1.5280839442,0.942089853,0.3694166308,,,0.7984037106,0.0785230904,-0.156412435,,0.8997585938,,1.7990414781,,0.184247887,-0.6298063622,0.812179151,-0.1786392193,0.4136122994,0.429806293,,0.5552037246,-0.6615507945,0.7968068526,-0.1700773874,0.2126437477,-0.8131586624,1.0664102368,1.0811089829,0.8935878514,,-0.2036427703,-0.3332414797,,0.9087962612,,,0.9407317393,,1.4985582031,0.2573247135,0.3585928329,,,,0.5353246613,0.6378203667,0.557404108,,-1.508443558,,,,0.6638619357,1.3234242859,-0.3268886286,1.3368043734,,0.3677254031,0.1826225825,0.3848552947,0.9426960829,,,,,1.3368770456
NCI-H2081,lung,lung_NSCLC_adenocarcinoma,,,0.1906277977,0.9877995353,,,,,1.0308602278,,0.6384972801,1.5060745883,,0.3053671558,1.0878025166,1.048769342,,,,,,,0.0639162379,0.2821879362,,,0.8891298922,0.721179523,,0.1235344263,,1.2128339221,1.2357402122,1.2079174452,0.2212330274,,1.21947398,,,,0.1422927879,0.2346306704,1.1756383941,,1.2976777768,,0.9133991587,,0.1656884122,0.6082268286,,0.1154195044,,,0.7189386916,0.7478547003,1.1081577966,-0.0770414597,2.1003853611,1.1434280283,,,0.4569249164,0.9766335918,0.6938839197,0.0492434412,,1.0232734598,,0.3467221425,0.8246051069,0.0636247026,,,0.299987764,1.0475425994,-0.2662809437,,-0.0166421727,-0.2181078446,1.0274056695,,-0.458718483,,0.4965358546,,1.2291480392,0.3650863716,0.1909605959,,,0.5838326295,,,-0.4129891818,-0.2238515596,0.3514426239,1.1341769172,,,,0.9648838859,,-1.0211928118,0.7158979993,,1.2662261947,0.8407145116,1.0571644547,1.0266761713,-0.287365559,,,0.2855270746,0.3599374102,1.2519879607,,,,0.1860434493,0.0472121075,0.3510046557,0.9712139404,0.8653019846,,,1.4177612169,0.990153248,0.5990468481,,,0.0930475495,,0.8166945229,0.2917270678,0.828647369,0.060019211,
NCI-H2087,lung,lung_NSCLC_adenocarcinoma,-0.6178579407,0.226026148,,,0.4855179612,0.9843285744,-0.2885732754,0.0769238658,0.3404494455,0.0955871591,-1.0920766564,-0.5897424781,0.7196864025,-0.4909407111,,,0.8902306819,-1.5768788157,-0.1844353238,0.7372177063,1.6309502317,1.4476223676,-0.8460771266,,0.9119772783,0.4643707475,,,0.9884140751,-0.251848952,0.986590703,-1.5986242382,-2.3052262983,-0.1821738472,,1.4140876477,1.0006296353,0.815678523,-0.6334278217,0.6637872039,,,0.1750807743,-0.7219777325,,-0.556778177,,0.4673093819,-1.0912358791,,0.0201702283,-0.6701244866,-0.4468483848,1.5543921079,-1.0111919672,-0.4088414033,,-0.8363588972,-0.9185607302,-0.0512144509,0.8376439551,1.3890437176,,0.0980462514,-0.7750927559,,1.025879558,,1.2241426843,-0.8828319393,0.4447424555,,-0.8042022949,0.1666332607,-0.7495797267,,,0.7607783458,0.1011955674,-0.0808206718,,0.7431821795,,1.2193452137,,0.7893750952,-0.6460478319,-0.6113230735,0.5933249869,0.7202171221,0.6281990871,,0.6933762566,-0.4087657955,-0.0104590363,-0.402885365,-0.4254008502,-0.9787755515,-0.9133971653,-0.5160142585,0.903404047,,0.899663698,-1.2139922823,,0.2931696778,,,-0.9680265681,,0.201154796,-0.5784945498,-0.859326242,,,,-0.2076836135,0.4964218637,-0.0801887259,,-0.553065442,,,,0.0862308334,1.0371168153,-1.173445295,-0.6359731879,,0.6406028158,0.30389197,-0.5973530021,0.9029148773,,,,,-0.1176112792
NCI-H209,lung,lung_small_cell_carcinoma,0.7237099958,-2.280883409,-0.6130330505,1.1880881817,-1.9379847828,-1.5439726275,,-0.0890746709,0.9839502498,-0.1044710341,0.0166809502,0.5234256905,-2.4420579291,2.0977195814,0.702403887,-0.1464132047,-3.5099364941,-0.0509733738,,-0.4589285147,-2.3301150432,0.2111851776,-0.1878888193,-0.0714505321,-2.2248282183,0.4491551789,0.7661674948,1.6968730302,,0.7745882222,,-0.049749133,-1.4728864319,0.6379082069,1.5302039036,-1.8974890154,-0.1310630834,,,-1.6554280949,-0.0274594069,-0.3253526757,0.591674673,0.4748879754,1.8774047677,-2.6745972632,0.6081972764,1.7607811559,0.2277036297,0.8001569917,-0.3671592731,-0.6772890408,,1.7588560619,0.2488408108,0.4087507655,-1.3470215184,-0.6494899958,1.3034136962,1.3856024446,-0.0786084047,,-1.1028906116,0.0748040431,-0.0137358799,-0.1338313634,0.6588141156,0.1059264081,-1.2601268111,-0.0946400799,1.0425398423,0.1424825443,,-0.372207726,0.1781597124,-0.0408927411,-0.389631188,,-0.769594168,0.9328585902,0.8152450892,-0.9980723739,0.0442468725,1.0768733627,-0.9970278658,-0.6487551568,1.4835335127,-1.8026155059,-0.7112380944,,-1.135480631,0.2172652634,-0.3920728998,0.3416867875,0.295351616,0.0092618771,1.0229137387,-0.7441102696,1.1038547969,-0.4502042507,-1.7549799591,0.6450857403,,1.0058011507,0.8120038003,-2.4399324683,0.0568031334,1.3552843487,0.2528979294,-1.2024525957,1.141838164,0.8190718609,0.5940496746,-0.6067891101,-0.7401863135,-0.2078059326,-0.2206966213,-0.8662848093,-0.6549464664,-0.5663393649,1.057288677,0.0839365209,-0.4473258859,0.1008167903,,-0.2860113713,0.0305201266,0.449242954,-0.516359927,-5.6155126392,-0.1737319537,0.2953319995,-1.080186663,0.9144254273,-0.2118155844,-0.3572108808,0.5397204298,-1.6476591691
NCI-H2126,lung,lung_NSCLC_adenocarcinoma,-0.1224012553,0.5370311311,-0.5011265538,0.2850895158,-0.0934057939,0.4736990459,-0.0589034176,-0.2260882848,-0.5981976347,-0.7977739356,0.3866280489,-0.4224449068,-0.8262413652,1.0450371766,0.2103936165,-0.4380602599,0.8242630403,,-0.7225661235,1.3796069971,0.225575269,0.9360071442,0.7854152079,-0.5102765922,-1.6934663479,-2.0192026027,-0.6671191911,-0.4996175664,-0.6332206253,-0.258110757,1.1837734225,0.1281069629,0.0109938316,1.354472678,-0.539289261,0.7061363631,0.5452640539,0.6501473331,-0.8581406371,0.9360041626,0.0300723061,0.5592068274,0.9102770528,-0.2901505508,0.9520279057,1.0639727844,0.9242993234,0.7893257639,0.4936069094,-0.1863658362,0.0744295423,0.0155019415,-0.2118731172,-0.5398406481,0.1302983661,0.2845515125,0.3777512437,0.2281561064,0.6271892124,1.1742370933,0.5862571766,-0.1946062582,-0.6888519908,0.2422404301,1.4128166122,-0.6710757673,0.0888137274,-0.3844330059,-1.7540246222,0.6716873856,0.7545644545,-0.0169181512,1.6868480469,-0.5920303067,-0.4292010817,-0.3013738355,0.6566473552,-0.1153677543,-0.4919189421,0.6603578795,0.2279786987,0.3749055579,-0.8363204863,,0.3719020391,0.9188955477,-0.6737524364,-0.1084667854,-0.2042998752,0.4763433789,0.3175221425,-0.2979477332,0.6219159865,-0.1856491198,-0.2536986134,1.4099640496,0.8059024153,1.0891408313,-0.1272690272,,0.5235850082,-0.1419759185,0.0270000535,-0.5887842447,-0.0668296668,0.472990329,-0.4254442803,0.382424604,0.5540914647,-0.3154692269,1.0299219916,-0.2069897571,0.325405717,0.1002205468,-1.0883376247,-0.5933682796,0.7490249035,0.4247925445,0.6153606575,-0.4676304526,1.1732707362,1.1508707981,0.6408955205,-0.2105024921,0.2872217396,-0.7333850596,0.53857119,0.460284658,-0.263507874,0.6585649187,0.2106774239,0.0260617826,-0.1024376844,0.1542196318,-0.0638652047,1.3224483941,1.1637716989,1.2596760212
NCI-H2141,lung,mesothelioma,1.5222758358,0.6610166794,-0.2266694961,-0.0262582023,-1.0149572228,1.1848610312,1.348919572,0.6844800535,1.0598314199,0.6306914212,1.2165577452,-0.0238373598,1.1184559201,0.5387057677,0.9760958978,0.0795127901,0.9049730677,1.2530633678,1.265505691,0.9248536426,1.5238254925,1.0534834968,-0.022920677,-0.2164387878,0.9580450868,-0.1129676576,-0.026087697,0.2785771128,0.6353407528,-0.6609672478,0.3692931693,1.752951894,1.3650190875,0.6535338025,-0.1817811613,1.2020843331,1.0930452983,1.099297316,1.6933741993,0.9791743761,-0.1358188675,-0.4757117084,1.027321842,1.536025216,1.1761054852,1.2755998096,1.1176404318,1.8687186477,-0.428506302,0.3625949547,1.6418834908,0.5675658747,0.8374978986,0.3694590762,0.1028679583,0.2294006438,0.6558689911,0.1470368268,1.1293533522,1.754339199,1.1552507086,0.6009380039,0.5395620359,0.9702780272,0.7879605598,1.0622187769,0.8743076203,-0.0365926769,1.2713576252,0.5267470232,1.1535354904,0.3224060309,2.424272848,0.9107785946,2.0531417983,0.5716431102,-2.9725419051,1.2749069006,0.1803774194,-0.5359557951,0.9535772341,1.1011362896,-0.427404815,1.0368071412,-0.0862421209,0.3084064024,1.485532072,0.4289770126,-0.2261805034,1.0922515767,1.674584137,0.0060780376,0.3556208637,0.1406411098,-1.1196617368,-0.2783212526,0.5335930319,0.3956545749,1.3916977864,1.7948769857,0.9949002663,0.3113095969,1.0623265785,-0.2122255352,-0.0358737522,0.6457592008,-0.0153923829,0.7658817514,1.744367955,1.2020869163,0.6229981853,1.5740606703,1.2145785684,0.592284525,-0.9091252362,-0.2492386059,1.1931946676,0.8443565283,0.8462685647,0.7916413229,0.1030998155,-0.4975018704,0.2099444575,0.1552064929,0.0041160832,1.8661705925,0.5623167985,1.397751133,0.6100226766,1.0746760734,1.273879267,0.165743294,0.3412286571,0.655727446,0.0566308125,0.7707663475,0.2223685053,1.3424506523
NCI-H2170,lung,lung_small_cell_carcinoma,-0.6138392826,0.3435900337,,,-0.9095665561,0.2832024692,0.0255540516,1.2383436465,-0.3595254528,0.1335130849,0.0432836014,-0.4601191638,0.1485662434,0.341188517,,,0.8208962991,0.6069954858,0.9257785647,0.3881092444,0.6600567188,0.6582975594,-0.5042714019,,-3.1962658576,-0.342963926,,,1.1112506712,-0.2901838495,0.4977786051,-1.3512785226,1.3075804881,-0.9987506291,,0.897489902,-0.5190551981,0.5811996636,-1.014046575,0.8844052641,,,-0.8709532046,1.6824640806,,-0.104312543,,0.2930018939,1.2573974669,,-0.1826409198,-0.2665968253,1.6284740972,-0.2884708018,-0.4521991426,-0.1862961146,,-0.4748276604,-1.1747261688,0.3181985753,-0.0636086153,0.8151452553,,1.15159426,-0.4817981687,,-0.1499010171,,-1.061046425,-0.4578970407,0.1232109155,,0.0623870704,-0.0942582366,-0.195794265,,,0.01959202,-0.1348127457,-0.9680618441,,0.2758329777,,0.4780790735,,0.6780465584,-0.8705200178,-3.4813416449,0.333954733,1.1133682159,0.1432604964,,0.6033640352,0.3543031301,-0.215002707,-0.5881027148,0.2927740742,-1.2959626163,1.1506363147,0.1162350048,0.0270731512,,-0.8931745052,0.5367030957,,0.4585327729,,,-1.0964070455,,-0.770623226,1.3712253058,-0.395145196,,,,0.2216705328,0.6903979966,-0.5045974552,,0.1047001584,,,,0.4485763783,0.1606521782,-0.048094042,-0.0626204973,,-0.8857310105,0.3550395604,-0.4283335461,-0.1337508035,,,,,-0.2470562768
NCI-H2171,lung,lung_NSCLC_adenocarcinoma,,,1.0300282676,1.138129416,,,,,1.6628443827,,1.1625032021,1.1834288393,,0.4110515285,-0.0805861891,0.4905650151,,,,,,,0.6851869419,1.0103731614,,,0.9756183931,1.2501701595,,-0.8894883026,,0.9831530751,0.9516449466,1.776037536,1.7001165525,,0.8640488651,,,,-0.7240056618,0.0207103796,1.1585150169,,-0.7110154733,,1.1209164861,,1.4204026829,0.9304376031,,0.4343870508,,,1.5126643285,0.0765271121,0.4905112123,1.1557157465,2.6664023355,0.6669198948,,,0.9664535195,1.3146540316,1.2199627938,-1.495858507,,1.2911772116,,0.9629967988,1.1237259292,-0.1251814667,,,-0.1516196062,1.3833898917,-1.5636875163,,0.0648019987,1.4603072971,1.0496292011,,1.1798760721,,-0.4658923079,,1.335748629,0.6839813484,0.619684588,,,0.537515321,,,-1.3703607776,0.8527740177,0.3876846033,1.360190592,,,,0.3676663998,,1.562458873,-0.6735316242,,1.2464558654,-1.3888170078,1.0287230617,0.5012907405,0.0359804455,,,1.2709521507,-0.0003650752,0.6283076991,,,,1.2674302316,-0.2029695138,-1.5364735439,0.7099575885,0.9688670643,,,-0.0955075376,-0.4410475692,-0.4024613049,,,0.6707526176,,0.7397624061,1.0732692875,0.8185628205,0.574005782,
NCI-H2196,lung,lung_small_cell_carcinoma,,,-0.2215024585,0.5917565033,,,,,-0.1635936528,,0.2810002701,-0.1547875274,,0.4909254141,0.5697430151,0.9003540788,,,,,,,-0.1382146056,1.1937422894,,,0.9037485692,0.6443432249,,1.0905543264,,1.473445502,1.2820282842,0.5135681145,0.0474008605,,1.0624141501,,,,0.3817686572,0.5194490522,0.8987691718,,1.591944003,,1.1092895983,,0.772321323,1.9608471445,,0.1042819344,,,1.7324782721,1.0090083017,0.6927083328,0.0946838504,1.1173137115,0.8639932453,,,0.098045216,-0.6547733844,0.181158164,0.4374349757,,1.5360454732,,0.8423268476,0.1397115109,-0.3811505425,,,-0.1573422486,0.2937605517,-0.5204779051,,0.594063203,0.4332007721,0.9598039688,,1.0716055081,,0.0237104727,,0.5950707073,0.4462608073,-0.0180162265,,,0.6643129725,,,0.8508642714,1.7135143227,0.982594477,0.6928575486,,,,0.2164398967,,0.9450959441,-0.2244988198,,1.1164099972,1.4588995186,0.4821056548,-0.1500209609,1.2870608226,,,0.6834650941,0.9342575232,0.7021063162,,,,0.5438251513,-0.3619843053,-0.1058720077,0.6251893146,0.8235890125,,,1.9753644901,1.6638158871,1.1004364155,,,1.2101482493,,0.3138769585,0.2714516138,0.8914385373,-0.3550305916,
NCI-H2227,lung,lung_small_cell_carcinoma,0.4455074914,1.3436484747,,,-1.0001844016,0.6032428485,-0.9094177249,0.318799097,1.7925406655,0.4908951018,0.8173869623,1.8689998112,-1.422163968,1.3092036674,1.1868679785,,-0.218377523,0.5668500064,1.6079793402,0.1972617252,-0.1969866916,0.5522434008,1.3827087423,,0.7475227443,0.750989408,,,-0.4503582069,0.3188696019,-0.3002280136,1.3256532322,0.8647158789,1.568722315,0.833718339,1.45153919,0.8708344664,0.9449889778,0.8992153865,-0.4151796962,,,1.1818708177,0.8356342519,,-0.8962600003,0.4196695999,0.6965708209,0.7917827993,,0.054294649,1.6958892561,1.9792211117,0.7329060476,3.5494168696,2.5327240105,0.5073511444,1.5095651561,0.8514000579,0.0246606686,1.0553342306,0.7013111069,,1.3124924401,1.7800696123,-0.5880555918,-0.562027536,,1.0004338991,1.4860460097,-0.7355728302,,2.8529830289,0.8647400732,1.9824027924,,-1.1678219479,1.1575950905,1.5687967566,1.594250836,0.9333713832,0.9465445286,-0.4419829658,1.8205335529,-0.1070198199,-0.7828226149,1.1807808936,1.336047546,0.2703151618,-0.1205032598,0.0551643191,,0.6694742295,1.0168407135,1.0610711747,1.3879055338,2.213115501,1.1330871999,0.4354771505,1.5210646138,-1.189865734,,1.4538210523,1.9442674001,,0.3010758,,1.0020255608,1.0887473149,0.8151081815,1.9033864825,0.0271754857,0.6508475579,,1.6133056094,,1.0001701944,0.5811891233,0.7247051248,0.2422089835,0.6105149165,-0.1444232015,,0.5000821147,0.3485255722,0.7042130964,1.3445861709,2.2149418566,,-0.5443075908,1.0370299195,1.8374057887,-0.642848173,,,1.5803491224,,-1.2161784557
NCI-H2228,lung,lung_NSCLC_adenocarcinoma,-0.3206816682,-0.9871173078,,,0.1678784624,-0.7635428065,1.1373710325,-0.3947659519,-1.6474650494,-0.0578616111,-0.0283843423,-1.012508342,-0.2044080204,-1.0773814639,,,0.9765559756,-0.0868336025,1.2292023591,0.2957524535,0.0187843284,-0.5405739046,-0.614435558,,0.6693730369,-2.1387137256,,,0.7593954961,-1.4077462301,1.142551606,-0.1333170683,-3.0006147734,-0.4572485942,,-0.3750072462,0.7013004975,0.3359585501,0.269875121,2.2815701973,,,0.662481833,0.0174725611,,0.4755981447,,-0.5458222715,-1.6136514,,-0.0199520863,-1.3260648633,-0.6899961318,-0.2580422263,0.6673468644,-1.217163696,,-0.3282196837,0.3875918138,-0.7459547667,0.7794957071,-0.6120732826,,0.2759865155,-1.2818205161,,-0.8526151562,,-0.1003610294,-1.3572634956,0.5387268282,,0.2920757632,-0.4834085228,-0.4413212866,,,-0.9340623318,-0.5709441668,-1.1890325924,,-0.0940579829,,-0.892501702,,0.6684447289,0.0195644999,-2.7294599029,-1.0948081427,-0.0367421337,-0.03286015,,-0.3993045076,0.3673642217,-0.0218841794,-0.3298320882,0.4094759276,0.2010851358,0.0122596049,1.0772967582,-0.3959218768,,0.9123047484,0.3825250981,,-1.1279049761,,,1.0191930781,,-0.2256226807,0.4129645998,-0.5650647825,,,,0.0004694304,-0.2307634667,-0.8005388483,,-0.2072496693,,,,0.1778777453,0.4203347334,-0.2500761522,-0.2919825869,,0.6733608173,0.4723667121,-0.375625909,1.8755876083,,,,,0.4180638111
